carnitine	cpt2	[amod, palmitoyltransferase, appos]	1.0
carnitine	cpt2	[nn, deficiency, appos]	1.0
carnitine	cpt2	[amod, transferase, appos]	1.0
aldosterone	cyp11b	[amod, synthase, amod]	1.0
carnitine	cpt1	[nn, palmitoyltransferase, appos]	1.0
carnitine	cpt1	[amod, palmitoyltransferase, dep]	1.0
carnitine	cpt1	[amod, i, appos]	1.0
carnitine	cpt1	[amod, palmitoyl, appos]	1.0
carnitine	cpt1	[amod, palmitoyltransferase, appos]	1.0
carnitine	cpt1	[amod, palmitoyl, amod, activity, appos]	1.0
carnitine	cpt1	[nn, activity, nn]	1.0
carnitine	cpt1	[amod, activity, appos]	1.0
carnitine	cpt1	[amod, inhibitor, appos]	1.0
forskolin	tctp	[prep_by, synthesis, nn]	1.0
calcitriol	igfbp-3	[partmod, stimulated, dobj, production, amod]	1.0
nebivolol	cnos	[nsubj, restored, dobj, activity, amod]	1.0
probenecid	mrp3	[prep_due_to, inhibition, prep_of]	1.0
probenecid	mrp1	[rcmod, inhibitor, nn]	1.0
probenecid	mrp1	[prep_as, inhibitor, amod]	1.0
probenecid	mrp1	[appos, inhibitor, amod]	1.0
probenecid	mrp1	[amod, inhibitors, amod]	1.0
probenecid	mrp1	[dobj, inhibitor, amod]	1.0
probenecid	mrp1	[prep_such_as, inhibitors, num]	1.0
probenecid	mrp2	[nsubj, stimulated, dobj]	1.0
probenecid	mrp2	[prep_with, methotrexate, prep_for, interaction, prep_of, sites, dobj, explains, nsubj, inhibition, prep_of, uptake, prep_via]	1.0
probenecid	mrp2	[nsubj, inhibited, prep_by]	1.0
probenecid	mrp2	[nsubj, stimulated, dobj, activity, prep_of]	1.0
probenecid	mrp2	[appos, inhibitor, prep_of, transporter, nn]	1.0
probenecid	mrp2	[prep_of, excretion, dobj, mediates, nsubj]	1.0
glimepiride	ppargamma	[nsubj, induced, dobj, activity, prep_of]	1.0
colchicine	abcb1	[prep_including, substrates, num]	1.0
colchicine	abcb1	[amod, response, prep_with, associated, nsubjpass, polymorphism, nn]	1.0
corticosteroids	il-16	[prep_with, decreased, nsubj, levels, nn]	1.0
metformin	ht-1080	[prep_of, effect, dobj, characterize, prep_on, cells, nn]	1.0
mesalazine	chk1	[nsubj, enhanced, dobj, activation, prep_of]	1.0
atra	endothelin-1	[nsubj, inhibited, dobj, expression, amod]	1.0
pamidronate	rhoa	[nsubj, suppressed, dobj]	1.0
minocycline	mmp-9	[nsubj, decreased, dobj, levels, nn]	1.0
minocycline	mmp-9	[dep, inhibitor, prep_of]	1.0
minocycline	mmp-9	[xsubj, inhibit, dobj]	1.0
minocycline	mmp-9	[prep_on, expression, prep_of]	1.0
minocycline	mmp-9	[nsubj, inhibits, dobj, activity, nn]	1.0
minocycline	mmp-9	[appos, inhibitors, nn]	1.0
minocycline	mmp-9	[nsubj, showed, prep_on, expression, nn]	1.0
corticosteroids	il-10	[nsubj, increased, dobj, expressions, prep_of]	1.0
corticosteroids	il-10	[nsubj, resulted, prep_in]	1.0
norepinephrine	nets	[amod, transporters, appos]	1.0
curcumin	visfatin	[agent, affected, nsubjpass, expression, amod]	1.0
curcumin	visfatin	[prep_on, transcription, nn]	1.0
minocycline	mmp-2	[nsubj, reduced, dobj, activity, prep_of]	1.0
minocycline	mmp-2	[amod, treatment, nsubj, decreased, dobj, expression, prep_of]	1.0
minocycline	mmp-2	[appos, inhibitor, amod]	1.0
minocycline	mmp-2	[prep_with, treated, partmod, mice, nn]	1.0
minocycline	mmp-2	[nsubj, reduced, dobj, production, prep_of]	1.0
selegiline	cyp2c19	[amod, metabolism, prep_by]	1.0
selegiline	cyp2c19	[xsubj, have, dobj, affinity, prep_for]	1.0
6-mercaptopurine	itpa	[prep_in, explore, dobj, role, prep_of, variants, prep_of, methyltransferase, appos]	1.0
dobutamine	vasa	[nsubj, released, prep_from, deferentia, nn]	1.0
protamine	nmor1	[appos, nad, appos]	1.0
laronidase	alpha-l-iduronidase	[amod, therapy, amod]	1.0
thioridazine	cyp2d6	[amod, levomepromazine, rcmod, inhibitor, nn]	1.0
thioridazine	cyp2d6	[rcmod, inhibitor, nn]	1.0
thioridazine	cyp2d6	[appos, inhibitor, prep_of]	1.0
thioridazine	cyp2d6	[amod, levomepromazine, rcmod, inhibitor, dobj, administered, nsubjpass, patients, prep_with, inhibitors, nn]	1.0
thioridazine	cyp2d6	[prep_such_as, substrates, num]	1.0
finasteride	caspase-3	[agent, triggered, partmod, process, nsubj, dependent, prep_with, involvement, prep_of, caspases, dep]	1.0
tamoxifen	ifn-beta	[nsubj, modulated, prep_to]	1.0
evodiamine	vegf	[nsubj, decreased, dobj, expression, amod]	1.0
imipramine	eag1	[amod, inhibitors, amod]	1.0
corticosteroids	il-27	[nsubj, upregulated, dobj, expression, prep_of]	1.0
carnitine	cpti	[nn, activity, appos]	1.0
carnitine	cpti	[nn, palmitoyltransferase, appos]	1.0
carnitine	cpti	[amod, i, appos]	1.0
carnitine	cpti	[amod, palmitoyltransferase, appos]	1.0
carnitine	cpti	[amod, palmitoyl, amod, activity, appos]	1.0
carnitine	cpti	[nn, i, appos]	1.0
carnitine	cpti	[amod, axis, appos]	1.0
lopinavir	abcb1	[nsubjpass, transported, agent]	1.0
lopinavir	abcb1	[prep_by, inhibition, prep_of]	1.0
orphenadrine	cyp2d6	[nsubj, decreased, dobj, activity, amod]	1.0
arsenite	ho-1	[agent, induced, nsubjpass]	1.0
arsenite	ho-1	[prep_by, induction, nn]	1.0
arsenite	ho-1	[dobj, mrna, nn]	1.0
arsenite	ho-1	[nsubj, inducer, prep_of]	1.0
arsenite	ho-1	[prep_by, expression, nn]	1.0
daunorubicin	beta-glucuronidase	[nsubjpass, activated, agent]	1.0
rapamycin	nucleophosmin	[nsubj, prevented, dobj, induction, nn]	1.0
nifedipine	pyk2	[nsubj, inhibited, dobj, activation, amod]	1.0
esmolol	cholinesterase	[amod, activity, nn]	1.0
finasteride	rp18	[nsubjpass, separated, prep_on, column, nn]	1.0
imatinib	ccr3	[agent, induced, nsubjpass, expression, prep_of]	1.0
dasatinib	kip1	[nsubj, increased, dobj, expression, appos]	1.0
norepinephrine	net1	[amod, gene, appos]	1.0
norepinephrine	net1	[amod, transporter, appos]	1.0
tamoxifen	kiss1	[amod, treatment, nsubj, increased, dobj]	1.0
triiodothyronine	osteocalcin	[agent, induced, partmod, transcription, amod]	1.0
propranolol	gnrh	[advmod, abolished, prep_to]	1.0
metformin	adiponectin	[nn, treatment, prep_with]	1.0
metformin	adiponectin	[nsubj, had, dobj, effect, prep_on]	1.0
metformin	adiponectin	[prep_with, treatment, nsubj, increased, dobj, expression, prep_of]	1.0
metformin	adiponectin	[amod, therapy, amod]	1.0
metformin	adiponectin	[prep_on, production, nn]	1.0
astemizole	herg	[prep_for, increased, prep_in, contrast, prep_to, channels, nn]	1.0
astemizole	herg	[appos, blocker, amod]	1.0
vasopressin	cpla2	[prep_by, inhibited, nsubj, expression, prep_of]	1.0
griseofulvin	calcitonin	[prep_with, treated, prep_with]	1.0
pentoxifylline	il-1	[appos, beta, nn]	1.0
pentoxifylline	il-1	[amod, beta, dep]	1.0
dexrazoxane	survivin	[dep, increased, nsubj]	1.0
clenbuterol	bcl-2	[nsubj, increased, dobj, expression, nn]	1.0
curcumin	bdnf	[prep_by, levels, amod]	1.0
indomethacin	kallikrein	[appos, inhibitor, nn]	1.0
indomethacin	kallikrein	[pobj, with, dep, with, prep]	1.0
indomethacin	kallikrein	[nsubj, decreases, dobj, activity, prep_of]	1.0
simvastatin	calcyclin	[prep_by, mrna, nn]	1.0
atra	inos	[nsubj, suppressed, dobj, expression, prep_of, synthetase, appos]	1.0
atra	inos	[prep_in, activity, nn]	1.0
atra	inos	[nn, attenuates, nsubj]	1.0
atra	inos	[nsubj, inhibited, dobj, expression, prep_of]	1.0
terbutaline	b2ar	[amod, agonists, appos]	1.0
bupivacaine	cox-2	[nsubj, inhibited, dobj, expression, nn]	1.0
bupivacaine	cox-2	[nsubj, inhibited, prep_on, transcription, amod]	1.0
capsaicin	ampk	[prep_of, effects, dobj, investigated, prep_to, activation, nn]	1.0
tamoxifen	atac	[prep_in, trial, nn]	1.0
tamoxifen	atac	[prep_of, efficacy, dobj, compared, prep_in, trial, appos]	1.0
gefitinib	e2f-1	[nsubj, decreased, dobj, expression, prep_of, mrna, nn]	1.0
gefitinib	e2f-1	[nsubj, inhibited, dobj, expression, prep_of]	1.0
ethopropazine	butyrylcholinesterase	[appos, inhibitor, amod]	1.0
ethopropazine	butyrylcholinesterase	[dep, inhibitor, amod]	1.0
indomethacin	nf-kappab	[nsubj, inhibited, dobj, activation, prep_of]	1.0
indomethacin	nf-kappab	[prep_on, activation, amod]	1.0
indomethacin	nf-kappab	[nsubj, inhibited, dep]	1.0
indomethacin	nf-kappab	[prep_of, target, nsubj]	1.0
indomethacin	nf-kappab	[nsubj, attenuated, dobj, activation, prep_of]	1.0
indomethacin	nf-kappab	[xsubj, inhibit, dobj, activation, amod]	1.0
estradiol	beta-glucuronidase	[nsubj, inhibited, dobj, release, amod]	1.0
dexamethasone	sphk1	[nsubj, upregulated, dobj, mrna, amod]	1.0
atra	cyp1b1	[nn, treatment, nsubj, increased, dobj, levels, amod]	1.0
sevoflurane	mmp-2	[prep_of, effect, nsubjpass, associated, prep_with, downregulation, prep_of, expression, amod]	1.0
oxytocin	erk-2	[nn, promoter, prep_of, stimulation, nsubj, kinases, amod, dependent, prep_on, stimulation, prep_of, activity, prep_of, receptor, prep_by, protein, nn]	1.0
salbutamol	cyp17	[nsubj, caused, dobj, induction, prep_of]	1.0
isoprenaline	beta-lph	[nsubj, stimulates, dobj, release, amod]	1.0
oxytocin	erk-1	[nn, promoter, prep_of, stimulation, nsubj, kinases, amod, dependent, prep_on, stimulation, prep_of, activity, prep_of, receptor, prep_by, protein, nn]	1.0
imatinib	vegf	[prep_with, treated, partmod, cells, prep_in, reduced, nsubjpass, expression, prep_of]	1.0
imatinib	vegf	[nsubj, inhibits, dobj, transcription, amod]	1.0
imatinib	vegf	[amod, factor, appos]	1.0
imatinib	vegf	[nsubj, inhibited, dobj, secretion, amod]	1.0
imatinib	vegf	[nsubj, downregulate, dobj]	1.0
diazoxide	bcl-2	[dobj, expression, prep_of]	1.0
diazoxide	bcl-2	[prep_of, effects, dobj, abolished, nsubj, knockdown, prep_of]	1.0
diazoxide	bcl-2	[amod, expression, nn]	1.0
inulin	cadherin	[prep_of, proteins, dep]	1.0
leflunomide	etanercept	[prep_with, treated, prep_with]	1.0
leflunomide	etanercept	[amod, agents, prep_such_as]	1.0
il-11	vegfa	[appos, pdgfa, appos]	1.0
gonadorelin	lhrh	[amod, buserelin, nsubj, agent, parataxis, releasing, dobj, hormone, appos]	1.0
isradipine	midas	[nn, study, appos]	1.0
finasteride	caspase-8	[agent, triggered, partmod, process, nsubj, dependent, prep_with, involvement, prep_of, caspases, dep]	1.0
naphthol	ugt1a6	[nsubj, selective, prep_for]	1.0
docetaxel	nag-1	[nsubj, induced, prep_in]	1.0
il-2	phospholipase	[nsubj, increased, dobj, activity, amod]	1.0
leuprolide	hoxa13	[xsubj, expression, prep_of]	1.0
nilotinib	cyp3a4	[nn, metabolism, nsubjpass, mediated, agent]	1.0
phosphatidylserine	stabilin-2	[amod, receptor, nsubj]	1.0
phosphatidylserine	stabilin-2	[prep_for, receptor, prep_as, identified, nsubjpass]	1.0
levodopa	catechol-o-methyltransferase	[appos, inhibitor, amod]	1.0
levodopa	catechol-o-methyltransferase	[prep_of, action, dobj, extending, prepc_by, expand, rcmod, class, prep_of, drugs, appos]	1.0
levodopa	catechol-o-methyltransferase	[nsubjpass, metabolised, agent]	1.0
levodopa	catechol-o-methyltransferase	[partmod, catalyzed, agent]	1.0
calcitriol	cox-2	[prep_on, expression, prep_of]	1.0
calcitriol	cox-2	[nsubj, suppresses, dobj, expression, nn]	1.0
ketamine	demethylase	[amod, activity, nn]	1.0
oestriol	dheas	[appos, sulphate, appos]	1.0
orphenadrine	cyp2b6	[nsubj, decreased, dobj, activity, amod]	1.0
orphenadrine	cyp2b6	[appos, inhibitor, nn]	1.0
orphenadrine	cyp2b6	[appos, inhibitor, amod]	1.0
triiodothyronine	cholinesterase	[dep, testosterone, prep_of, activity, prep_of]	1.0
troglitazone	adrp	[agent, increased, nsubjpass, expression, nn]	1.0
rosiglitazone	oxpat	[amod, treatment, nsubj, decreased, dobj]	1.0
isoflurane	apoferritin	[prep_of, binding, amod]	1.0
pefloxacin	il-1	[nsubj, decreased, dobj]	1.0
pefloxacin	il-1	[agent, induced, partmod]	1.0
resveratrol	stat3	[nsubj, decreased, dobj, activation, nn]	1.0
resveratrol	stat3	[nsubj, inhibits, dobj]	1.0
resveratrol	stat3	[nsubj, abrogates, dobj, phosphorylation, prep_of]	1.0
collagenase	p200	[prep_with, digestion, xsubj]	1.0
collagenase	p200	[nn, digestion, prep_of]	1.0
imiquimod	ifn-alpha	[nsubj, inducer, amod]	1.0
l-proline	prot	[amod, transporter, appos]	1.0
l-proline	prot	[nn, transporter, appos]	1.0
ndga	ergic53	[prep_with, accumulated, nsubjpass, protein, appos]	1.0
naloxone	mmp-9	[nsubj, suppressed, dobj, expression, nn]	1.0
forskolin	igf-i	[nsubj, abolished, dobj, effect, prep_of]	1.0
forskolin	igf-i	[nsubj, had, dobj, effect, prep_on, expression, amod]	1.0
forskolin	igf-i	[nsubj, had, dobj, effect, prep_on, activity, amod]	1.0
forskolin	igf-i	[prep_with, pretreatment, nsubj, increased, dobj]	1.0
cyclosporine	il-13	[nsubj, inhibited, dobj, synthesis, nn]	1.0
cyclosporine	pgp1	[amod, a, appos, inhibitors, prep_of, activity, amod]	1.0
gp120	sod1	[amod, challenge, prep_before, transduction, prep_with, sv, appos]	1.0
gp120	sod1	[prep_from, protected, nsubj, delivery, prep_of, dismutase, appos]	1.0
ketoconazole	p450c17	[nsubj, inhibitor, amod]	1.0
ketoconazole	p450c17	[appos, inhibitor, amod]	1.0
cyclosporine	il-10	[dobj, production, nn]	1.0
celecoxib	survivin	[nsubj, blocked, dobj, expression, amod]	1.0
verapamil	atriopeptin	[amod, production, amod]	1.0
simvastatin	endothelin-1	[xsubj, inhibit, acomp]	1.0
tamoxifen	glut4	[prep_of, effects, dobj, examined, prep_on, expression, amod]	1.0
rapamycin	klf4	[nsubj, induced, dobj, expression, prep_of]	1.0
oxytocin	orexin	[nn, release, prep_on]	1.0
oxytocin	orexin	[nn, secretion, prep_in, changes, nsubjpass, influenced, agent, system, nn]	1.0
doxycycline	sod1	[prep_to, required, nsubjpass]	1.0
resveratrol	endothelin-1	[nsubj, inhibits, dobj]	1.0
oxybutynin	ces1	[prep_of, hydrolysis, prep_for, responsible, amod, enzyme, nsubj]	1.0
mepyramine	5-lipoxygenase	[dep, antagonism, nsubj, had, advcl, depressed, nsubj, inhibitors, amod]	1.0
mepyramine	5-lipoxygenase	[appos, fentanyl, conj_nor, inhibitor, amod]	1.0
n-acetylcysteine	tlr9	[agent, suppressed, nsubjpass, expression, prep_of]	1.0
forskolin	glp-1	[nsubj, mimicked, dobj, effects, prep_of]	1.0
forskolin	glp-1	[agent, mimicked, prep_to]	1.0
melatonin	ccl4	[dep, plus, prep]	1.0
melatonin	ccl4	[prep_with, treated, nsubjpass]	1.0
melatonin	ccl5	[nn, pretreatment, nsubj, inhibited, dobj, secretion, prep_of]	1.0
vinorelbine	erk2	[agent, activated, nsubjpass]	1.0
phenylephrine	ctgf	[amod, mrna, nn]	1.0
forskolin	sglt1	[nn, treatment, nsubj, increased, dobj]	1.0
ticlopidine	mcp-1	[nsubj, decreased, dobj]	1.0
ketotifen	sulfatase	[prep_of, hydrolysis, nsubjpass, conducted, prep_with, combination, prep_of]	1.0
melatonin	ccl2	[nn, pretreatment, nsubj, inhibited, dobj, secretion, prep_of]	1.0
isoflurane	creb	[xsubj, mobilize, dobj]	1.0
forskolin	cox-2	[nsubj, increased, dobj, mrna, nn]	1.0
forskolin	cox-2	[nsubj, increased, dobj, activity, nn]	1.0
forskolin	cox-1	[nsubj, induced, dobj, mrna, amod]	1.0
liraglutide	ampk	[nsubj, induced, dobj, phosphorylation, prep_of]	1.0
isotretinoin	abcr	[prep_with, mice, nn]	1.0
flavopiridol	mcl-1	[appos, drug, dep]	1.0
flavopiridol	mcl-1	[nsubj, inhibited, dobj, production, nn]	1.0
lovastatin	hdl2	[nn, treatment, prep_of, effects, appos]	1.0
dhea	alpha1	[nsubj, increased, dobj, levels, prep_of, mrnas, amod]	1.0
il-2	aicar	[nn, production, dobj, inhibited, nsubj]	1.0
toremifene	gdf15	[agent, regulated, nsubjpass]	1.0
etoposide	mrp2	[amod, substrates, num]	1.0
etoposide	mrp2	[nsubj, substrates, prep_of]	1.0
pge2	leukotriene	[appos, synthesis, nn]	1.0
nebivolol	nadph	[nsubj, inhibited, dobj, activation, nn]	1.0
etoposide	mrp3	[prep_to, confers, nsubj]	1.0
cyanocobalamin	inositol	[dep, acid, appos, acid, dep]	1.0
phosphatidylserine	sr-bi	[nsubj, i, appos]	1.0
tamoxifen	claudin-1	[nn, treatment, nsubj, increased, dobj, amount, prep_of]	1.0
sitagliptin	dpp-4	[nsubj, inhibitor, appos, inhibitor, nn]	1.0
sitagliptin	dpp-4	[dep, inhibitors, nn]	1.0
sitagliptin	dpp-4	[prep_with, treatment, appos, inhibitor, appos]	1.0
sitagliptin	dpp-4	[nsubj, one, prep_of, inhibitors, nn]	1.0
sitagliptin	dpp-4	[appos, inhibitor, appos]	1.0
sitagliptin	dpp-4	[appos, inhibitor, nn]	1.0
sitagliptin	dpp-4	[appos, inhibitor, prep_of]	1.0
sitagliptin	dpp-4	[nsubj, inhibitors, amod]	1.0
sitagliptin	dpp-4	[partmod, bound, prep_to]	1.0
sitagliptin	dpp-4	[nsubj, inhibitor, prep_of]	1.0
sitagliptin	dpp-4	[nsubj, enhances, prepc_by, inhibiting, dobj]	1.0
sitagliptin	dpp-4	[prep_by, inhibition, nn]	1.0
sitagliptin	dpp-4	[nsubj, inhibits, dobj, enzyme, nn]	1.0
sitagliptin	dpp-4	[appos, inhibitors, appos]	1.0
sitagliptin	dpp-4	[dep, inhibitors, appos]	1.0
sitagliptin	dpp-4	[prep_of, effects, appos, inhibitor, nn]	1.0
sitagliptin	dpp-4	[appos, inhibitors, amod]	1.0
sitagliptin	dpp-4	[nsubj, inhibitor, nn]	1.0
sitagliptin	dpp-4	[nsubj, inhibitor, appos]	1.0
sitagliptin	dpp-4	[prep_such_as, inhibitors, nn]	1.0
ru486	lhrh	[prep_of, effect, dep]	1.0
resveratrol	cyp1a1	[nsubj, inhibits, dobj, expression, amod]	1.0
resveratrol	cyp1a1	[nsubj, inhibits, dobj]	1.0
resveratrol	cyp1a1	[nsubj, decreases, dobj, levels, amod]	1.0
resveratrol	cyp1a1	[nsubj, increased, dobj, rate, prep_of, degradation, amod]	1.0
resveratrol	cyp1a1	[xsubj, inhibit, dobj, expression, nn]	1.0
resveratrol	cyp1a2	[prep_of, kinetics, amod]	1.0
cyclophosphamide	nf-kappab	[agent, induced, partmod, activation, amod]	1.0
staurosporine	spak	[prep_by, inhibited, nsubj, activity, nn]	1.0
fludarabine	ifn-gamma	[nsubj, abolished, dobj, activity, nn]	1.0
n-acetylcysteine	adiponectin	[prep_of, effect, dobj, investigated, prep_on]	1.0
bromocriptine	beta-endorphin	[prep_on, release, amod]	1.0
ambrisentan	oatp	[agent, reduced, nsubjpass]	1.0
nimesulide	pghs-2	[prep_with, pretreatment, appos, inhibitor, prep_of]	1.0
nimesulide	pghs-2	[appos, inhibitor, nn]	1.0
nimesulide	pghs-2	[appos, inhibitor, prep_of]	1.0
nimesulide	pghs-2	[nsubj, reduced, dobj, mrna, nn]	1.0
calcitriol	pthrp	[amod, peptide, appos]	1.0
corticotropin	dheas	[appos, thyrotropin, appos]	1.0
trastuzumab	pten	[prep_to, associated, nsubjpass, activation, partmod, defined, prep_as, mutation, nn]	1.0
trastuzumab	pten	[amod, resistance, nn]	1.0
everolimus	mtor	[prep_in, expression, nn]	1.0
everolimus	mtor	[dep, inhibitors, nn]	1.0
everolimus	mtor	[prep_with, pathway, nn]	1.0
everolimus	mtor	[nsubj, inhibitor, prep_of, target, prep_of, rapamycin, appos]	1.0
everolimus	mtor	[prep_by, pathway, amod]	1.0
everolimus	mtor	[nsubj, inhibit, dobj]	1.0
everolimus	mtor	[appos, inhibition, nn]	1.0
everolimus	mtor	[prep_with, inhibition, nn]	1.0
everolimus	mtor	[nsubj, agent, partmod, targeting, dobj]	1.0
everolimus	mtor	[dep, trial, appos]	1.0
everolimus	mtor	[appos, inhibitor, appos]	1.0
everolimus	mtor	[amod, rapamycin, dep]	1.0
everolimus	mtor	[nsubj, inhibited, dobj, increase, prep_of]	1.0
everolimus	mtor	[appos, inhibitor, nn]	1.0
everolimus	mtor	[appos, inhibitor, prep_of]	1.0
everolimus	mtor	[nsubj, target, prep_of, inhibitor, appos]	1.0
everolimus	mtor	[nsubj, inhibitor, prep_of, pathway, nn]	1.0
everolimus	mtor	[prep_of, efficacy, appos, inhibitor, nn]	1.0
everolimus	mtor	[dep, inhibitor, prep_of]	1.0
everolimus	mtor	[appos, rapamycin, appos]	1.0
everolimus	mtor	[nsubj, inhibitor, prep_of]	1.0
everolimus	mtor	[partmod, designed, xcomp, test, dobj, inhibition, prep_of, target, prep_of, rapamycin, appos]	1.0
everolimus	mtor	[prep_by, inhibition, nn]	1.0
everolimus	mtor	[appos, target, prep_of, inhibitor, appos]	1.0
everolimus	mtor	[nsubj, analog, nn]	1.0
everolimus	mtor	[appos, inhibitors, nn]	1.0
everolimus	mtor	[nsubj, inhibitor, nn]	1.0
everolimus	mtor	[nsubj, inhibits, dobj, target, prep_of, rapamycin, appos]	1.0
everolimus	mtor	[nsubj, inhibitor, appos]	1.0
everolimus	mtor	[prep_such_as, inhibitors, nn]	1.0
everolimus	mtor	[appos, drug, nsubj, inhibits, dobj]	1.0
everolimus	mtor	[agent, signaling, partmod]	1.0
everolimus	mtor	[appos, inhibitor, prep_of, target, prep_of, rapamycin, appos]	1.0
curcumin	igf-ii	[prep_in, presence, prep_of]	1.0
rapamycin	sirt1	[prep_of, effects, prep_for, required, nsubjpass]	1.0
epinastine	5-ht7	[dobj, bound, num]	1.0
cisplatin	apm2	[nsubj, inhibited, dobj, growth, prep_of]	1.0
amiloride	asic3	[appos, antagonist, prep_of]	1.0
rosuvastatin	apoe	[prep_with, injected, dep]	1.0
rosuvastatin	apoe	[nsubj, decreased, prep_in]	1.0
rosuvastatin	apob	[nsubj, reduced, dobj]	1.0
dexamethasone	mcp-1	[agent, inhibited, nsubjpass, production, nn]	1.0
dexamethasone	mcp-1	[nsubj, blocked, dobj, expression, nn]	1.0
dexamethasone	mcp-1	[agent, inhibited, nsubjpass, induction, prep_of, mrna, nn]	1.0
dexamethasone	mcp-1	[nsubj, reduced, dobj, levels, prep_of]	1.0
dexamethasone	mcp-1	[nsubj, reduced, iobj]	1.0
dexamethasone	mcp-1	[nsubj, inhibit, dobj, secretion, amod]	1.0
dexamethasone	mcp-1	[nsubj, reduced, dobj, production, prep_of]	1.0
pactimibe	cyp2d6	[nsubj, has, dobj, pathways, partmod, forming, agent]	1.0
pactimibe	cyp2d6	[prep_of, pharmacokinetics, prep_of]	1.0
dipyridamole	ent1	[rcmod, inhibits, dobj]	1.0
dipyridamole	ent1	[amod, inhibitors, num]	1.0
ketotifen	il-5	[nsubj, inhibited, dobj, production, nn]	1.0
gm-csf	tgf-alpha	[appos, eotaxin, appos]	1.0
gm-csf	tgf-alpha	[appos, ngf, appos]	1.0
gp120	langerin	[dobj, bind, nsubj]	1.0
halofantrine	cyp3a4	[advmod, metabolized, agent]	1.0
benzphetamine	demethylase	[appos, activity, amod]	1.0
benzphetamine	demethylase	[amod, activities, nn]	1.0
benzphetamine	demethylase	[dobj, activities, amod]	1.0
benzphetamine	demethylase	[dobj, activity, amod]	1.0
benzphetamine	demethylase	[amod, activity, nn]	1.0
benzphetamine	demethylase	[amod, activities, amod]	1.0
desipramine	herg	[nsubj, blocker, prep_of, channels, amod]	1.0
desipramine	herg	[prep_of, administration, prep_during, providing, partmod, blocker, prep_of, channels, amod]	1.0
desipramine	herg	[prep_of, effects, dobj, investigated, prepc_on]	1.0
desipramine	herg	[prep_of, effects, dobj, examined, prep_on, channels, amod]	1.0
